(561,1,12,8.9),
(293,1,11,2.0),
(11,1,14,18.0),
(467,1,19,6.0),
(602,1,9,1.6),
(170,1,1,14.8),
(616,1,1,3.5),
(3,1,12,0.36),
(255,1,15,4.5),
(264,1,18,8.5),
(28,1,8,15.2),
(125,1,6,51.8),
(644,1,4,8.9),
(28,1,14,15.2),
(74,1,11,3.5),
(153,1,4,4.5),
(93,1,18,1.0),
(639,1,7,6.5),
(273,2,14,2.0),
(586,2,10,4.5),
(290,2,14,2.0),
(99,2,9,0.5),
(76,2,3,4.0),
(258,2,18,3.0),
(334,2,3,20.8),
(227,2,17,2.0),
(470,2,10,7.5),
(533,2,15,16.2),
(272,2,16,6.5),
(222,2,6,2.5),
(540,2,14,33.8),
(282,2,17,2.0),
(478,2,10,7.5),
(340,2,20,20.0),
(334,3,19,20.8),
(651,3,6,5.5),
(171,3,14,22.7),
(361,3,3,13.0),
(26,3,10,5.6),
(442,3,18,0.9),
(614,3,12,8.5),
(294,3,18,2.0),
(16,3,6,25.8),
(291,3,18,12.0),
(40,4,2,14.4),
(522,4,20,9.8),
(365,4,4,3.0),
(652,5,6,4.0),
(625,5,17,5.5),
(413,5,13,15.0),
(204,6,10,0.2),
(455,7,17,6.5),
(586,7,15,4.5),
(524,7,12,16.5),
(107,7,11,1.3),
(312,7,11,8.8),
(258,7,11,3.0),
(112,7,14,12.8),
(331,7,16,29.5),
(324,7,18,10.5),
(512,7,16,17.0),
(61,7,1,8.0),
(104,7,10,0.5),
(342,7,6,37.8),
(240,8,2,5.5),
(22,8,18,23.5),
(124,8,18,36.0),
(80,8,12,39.7),
(625,8,13,5.5),
(50,8,12,12.5),
(347,8,12,7.5),
(415,8,16,3.5),
(300,8,8,2.0),
(175,9,16,8.0),
(64,9,5,11.2),
(596,9,17,7.9),
(630,9,8,3.9),
(627,9,12,6.5),
(88,9,8,1.5),
(559,9,12,9.0),
(334,9,11,20.8),
(207,9,20,5.0),
(634,10,12,5.0),
(33,10,14,26.9),
(597,10,6,6.0),
(647,10,6,10.5),
(210,10,8,35.0),
(15,10,5,16.6),
(330,10,15,10.5),
(582,10,16,30.5),
(138,10,3,0.5),
(99,10,4,0.5),
(403,10,7,7.4),
(338,10,19,12.0),
(622,10,7,6.5),
(446,10,9,10.6),
(213,10,12,52.5),
(404,10,5,6.5),
(195,10,13,9.0),
(384,10,3,35.9),
(459,10,8,3.5),
(529,11,19,2.0),
(520,11,16,5.5),
(409,11,13,7.5),
(540,11,10,33.8),
(110,11,6,14.5),
(83,11,14,3.8),
(218,11,19,9.0),
(29,11,1,10.5),
(496,11,14,44.0),
(165,11,11,19.8),
(215,11,7,7.5),
(150,11,19,4.0),
(549,11,8,12.5),
(595,11,14,2.5),
(436,11,7,25.2),
(547,11,16,5.0),
(141,11,13,8.9),
(440,12,19,0.4),
(92,12,13,0.7),
(259,12,5,3.0),
(415,12,11,3.5),
(12,12,12,18.0),
(300,12,20,2.0),
(14,12,12,21.9),
(379,12,6,10.2),
(91,12,5,0.7),
(281,12,16,2.0),
(603,12,16,8.0),
(249,12,10,6.5),
(92,12,17,0.7),
(545,12,7,2.5),
(354,12,15,15.5),
(33,12,8,26.9),
(356,12,20,13.6),
(377,12,10,6.5),
(467,13,10,6.0),
(606,13,11,5.0),
(223,13,12,4.5),
(621,13,10,5.9),
(483,13,12,7.7),
(76,13,9,4.0),
(404,13,19,6.5),
(54,13,8,7.8),
(450,13,20,8.9),
(138,13,10,0.5),
(25,13,9,5.2),
(80,13,19,39.7),
(367,13,10,3.0),
(466,13,14,9.0),
(318,13,1,13.8),
(545,13,20,2.5),
(598,13,6,5.0),
(425,14,5,3.7),
(481,14,2,4.0),
(309,14,12,8.8),
(191,14,8,3.5),
(408,14,4,3.7),
(630,14,19,3.9),
(246,14,9,16.5),
(242,14,6,9.4),
(283,14,16,2.0),
(311,14,9,8.8),
(366,14,15,3.0),
(283,15,18,2.0),
(599,15,3,2.7),
(377,15,15,6.5),
(594,15,10,5.0),
(265,15,16,8.5),
(355,16,4,13.6),
(92,16,3,0.7),
(570,16,17,41.5),
(139,16,9,0.5),
(38,16,4,18.5),
(628,16,7,6.9),
(339,16,13,13.5),
(438,16,14,1.3),
(443,16,4,1.8),
(537,16,9,29.0),
(257,17,4,3.0),
(559,17,20,9.0),
(106,17,5,1.0),
(416,17,5,1.7),
(614,17,18,8.5),
(200,17,9,12.0),
(531,17,12,3.9),
(275,17,15,2.0),
(329,17,15,5.5),
(265,17,19,8.5),
(511,17,5,12.5),
(476,17,8,7.5),
(601,17,6,1.6),
(632,18,2,4.8),
(467,18,13,6.0),
(301,18,10,2.0),
(515,18,3,22.5),
(576,18,18,9.6),
(544,18,12,42.5),
(335,18,7,6.9),
(487,18,13,2.5),
(112,18,3,12.8),
(603,18,16,8.0),
(603,18,10,8.0),
(596,18,11,7.9),
(324,18,9,10.5),
(587,18,2,9.0),
(506,18,6,23.5),
(269,18,8,8.5),
(523,18,5,9.8),
(474,18,14,7.5),
(552,18,1,6.5),
(23,19,20,11.7),
(604,19,6,9.0),
(445,19,5,8.6),
(258,19,4,3.0),
(377,19,5,6.5),
(457,19,16,5.0),
(511,19,19,12.5),
(35,19,7,7.5),
(420,19,2,3.0),
(332,19,17,31.8),
(424,19,1,2.2),
(135,19,1,14.9),
(114,19,11,18.9),
(413,19,12,15.0),
(136,20,10,9.0),
(623,21,16,7.0),
(584,21,20,9.5),
(388,21,17,36.7),
(460,21,11,6.5),
(267,21,19,8.5),
(364,21,11,3.0),
(49,21,4,16.5),
(613,21,12,6.0),
(134,21,5,14.9),
(70,21,9,6.5),
(155,21,2,4.0),
(608,21,20,21.5),
(49,21,7,16.5),
(372,21,15,3.0),
(93,21,3,1.0),
(97,21,7,1.8),
(491,21,12,2.5),
(204,22,18,0.2),
(8,22,6,24.0),
(315,22,9,8.8),
(203,22,2,0.1),
(412,22,11,15.0),
(576,22,13,9.6),
(147,22,12,4.8),
(269,22,14,8.5),
(431,22,19,8.0),
(512,22,17,17.0),
(429,22,15,15.9),
(276,22,15,2.0),
(244,22,10,5.8),
(532,22,7,12.0),
(152,22,20,4.0),
(367,22,11,3.0),
(526,22,15,7.0),
(483,23,16,7.7),
(362,23,11,7.5),
(9,23,8,14.0),
(578,23,20,4.4),
(194,23,13,17.9),
(119,23,12,11.9),
(411,23,1,15.0),
(264,23,6,8.5),
(476,23,9,7.5),
(98,23,6,2.0),
(297,23,19,2.0),
(242,23,15,9.4),
(172,24,8,7.0),
(140,24,13,8.9),
(348,24,5,7.5),
(354,24,5,15.5),
(374,24,8,10.5),
(10,24,19,14.0),
(42,24,15,4.5),
(312,24,5,8.8),
(143,24,13,5.0),
(323,24,16,12.9),
(91,24,12,0.7),
(161,24,10,18.4),
(486,25,18,4.0),
(465,25,16,9.0),
(129,25,15,6.7),
(160,25,4,31.0),
(65,25,8,4.5),
(383,25,6,9.7),
(319,26,16,6.5),
(520,26,12,5.5),
(363,27,4,7.5),
(317,27,19,11.0),
(33,27,3,26.9),
(438,28,16,1.3),
(14,29,19,21.9),
(160,29,13,31.0),
(83,29,5,3.8),
(7,29,15,27.7),
(256,29,4,3.0),
(2,29,2,12.5),
(207,29,1,5.0),
(612,29,15,12.0),
(594,29,17,5.0),
(482,29,7,7.7),
(262,30,9,8.5),
(70,30,9,6.5),
(414,30,1,2.0),
(235,30,12,0.8),
(441,30,12,0.6),
(512,30,18,17.0),
(463,30,13,24.0),
(388,30,19,36.7),
(244,30,10,5.8),
(66,30,4,4.5),
(391,30,18,14.8),
(493,30,9,2.5),
(249,30,14,6.5),
(552,30,12,6.5),
(326,30,3,8.0),
(535,30,8,4.6),
(433,30,2,8.9),
(394,30,15,5.0),
(131,31,7,13.4),
(501,31,9,22.8),
(103,31,7,0.5),
(38,31,20,18.5),
(621,31,1,5.9),
(538,31,1,5.8),
(306,31,15,11.0),
(590,31,6,4.0),
(295,31,12,2.0),
(205,31,20,0.3),
(98,31,17,2.0),
(302,31,11,2.0),
(101,31,12,0.5),
(187,31,3,30.0),
(133,31,14,14.9),
(422,31,6,5.0),
(305,32,7,2.0),
(605,32,20,10.0),
(39,32,3,14.4),
(64,32,19,11.2),
(40,32,14,14.4),
(483,33,10,7.7),
(190,34,18,2.5),
(366,34,2,3.0),
(133,34,6,14.9),
(524,34,13,16.5),
(549,34,12,12.5),
(542,34,11,4.5),
(20,35,2,12.9),
(492,35,6,2.0),
(450,35,18,8.9),
(477,35,1,7.5),
(8,35,17,24.0),
(192,35,17,4.5),
(414,35,18,2.0),
(363,35,8,7.5),
(383,35,16,9.7),
(557,35,15,4.5),
(605,35,16,10.0),
(295,35,5,2.0),
(517,35,16,4.0),
(91,35,17,0.7),
(537,36,6,29.0),
(263,36,9,8.5),
(484,36,14,3.5),
(396,36,19,7.5),
(550,36,1,15.0),
(180,36,7,8.5),
(602,36,11,1.6),
(89,36,20,1.5),
(343,36,10,37.8),
(552,37,13,6.5),
(372,37,8,3.0),
(178,38,19,8.5),
(165,38,11,19.8),
(207,38,1,5.0),
(379,38,4,10.2),
(437,38,16,16.4),
(258,38,13,3.0),
(285,38,13,2.0),
(13,38,16,12.2),
(505,38,15,27.3),
(94,38,17,1.0),
(240,38,3,5.5),
(483,38,7,7.7),
(141,38,4,8.9),
(126,38,4,19.8),
(127,38,16,25.0),
(616,38,16,3.5),
(59,39,17,8.0),
(333,39,7,30.3),
(215,39,11,7.5),
(322,40,17,15.9),
(190,40,7,2.5),
(214,40,16,5.0),
(520,40,10,5.5),
(364,40,19,3.0),
(210,40,5,35.0),
(52,40,1,12.5),
(526,40,4,7.0),
(199,40,14,9.5),
(388,40,13,36.7),
(447,40,17,6.5),
(487,40,1,2.5),
(202,40,1,8.3),
(291,40,15,12.0),
(36,41,18,10.5),
(161,41,16,18.4),
(305,41,5,2.0),
(620,41,1,5.2),
(509,41,6,75.6),
(430,41,16,5.0),
(17,41,3,29.5),
(308,41,12,8.9),
(124,42,1,36.0),
(121,42,17,11.9),
(547,42,20,5.0),
(576,42,19,9.6),
(445,42,12,8.6),
(398,42,5,1.8),
(383,42,6,9.7),
(501,42,1,22.8),
(535,42,17,4.6),
(427,42,8,3.9),
(259,42,4,3.0),
(290,42,12,2.0),
(416,42,19,1.7),
(376,42,19,7.5),
(293,42,10,2.0),
(469,42,4,12.0),
(296,42,17,2.0),
(587,42,9,9.0),
(612,42,15,12.0),
(382,42,1,9.7),
(226,43,8,2.0),
(406,43,1,7.8),
(470,43,4,7.5),
(467,43,17,6.0),
(635,43,2,5.5),
(169,43,11,25.5),
(23,43,10,11.7),
(540,43,8,33.8),
(104,43,12,0.5),
(566,43,3,8.5),
(377,43,10,6.5),
(286,43,4,2.0),
(417,44,11,1.7),
(29,44,16,10.5),
(469,44,19,12.0),
(205,44,5,0.3),
(131,44,9,13.4),
(316,44,7,8.8),
(540,44,4,33.8),
(205,44,10,0.3),
(146,44,11,4.0),
(258,44,4,3.0),
(143,44,14,5.0),
(551,44,12,9.5),
(310,45,11,8.8),
(616,45,13,3.5),
(107,45,1,1.3),
(462,45,11,42.5),
(362,45,1,7.5),
(560,45,6,9.0),
(308,45,12,8.9),
(377,45,20,6.5),
(212,45,2,45.6),
(464,45,13,20.0),
(407,45,10,7.8),
(68,45,10,6.5),
(379,45,18,10.2),
(89,45,12,1.5),
(431,45,1,8.0),
(652,45,4,4.0),
(102,45,10,0.5),
(426,45,18,2.6),
(19,45,14,13.5),
(535,46,4,4.6),
(64,46,17,11.2),
(402,46,19,5.0),
(128,46,15,5.9),
(226,46,14,2.0),
(460,46,5,6.5),
(417,46,19,1.7),
(96,46,7,0.8),
(8,46,8,24.0),
(340,46,1,20.0),
(503,46,12,17.9),
(620,47,10,5.2),
(493,47,16,2.5),
(318,47,17,13.8),
(192,47,4,4.5),
(179,47,8,8.5),
(445,47,17,8.6),
(93,47,20,1.0),
(583,47,11,12.8),
(211,47,7,37.6),
(472,47,18,7.5),
(78,47,7,35.0),
(143,47,7,5.0),
(243,47,12,5.5),
(602,47,6,1.6),
(479,47,16,7.5),
(370,47,3,3.0),
(138,47,12,0.5),
(634,47,15,5.0),
(592,47,8,16.0),
(555,47,19,32.0),
(231,48,14,4.0),
(403,48,2,7.4),
(563,48,10,4.5),
(565,48,5,18.5),
(324,48,10,10.5),
(512,48,6,17.0),
(562,48,19,4.5),
(575,48,12,6.2),
(33,48,4,26.9),
(270,48,12,8.5),
(169,48,18,25.5),
(389,48,13,7.5),
(494,48,11,1.5),
(371,48,3,3.0),
(19,48,10,13.5),
(650,49,10,12.7),
(7,49,11,27.7),
(595,49,9,2.5),
(235,49,4,0.8),
(88,49,17,1.5),
(448,49,14,10.5),
(313,50,1,8.8),
(642,50,18,8.9),
(189,50,2,1.5),
(127,50,10,25.0),
(82,50,2,4.5),
(132,50,1,40.5),
(88,50,4,1.5),
(589,50,6,5.3),
(297,50,7,2.0),
(230,50,16,4.0),
(257,50,8,3.0),
(534,50,10,2.0),
(384,50,16,35.9),
(38,50,7,18.5),
(138,50,11,0.5),
(84,50,14,14.1),
(38,50,6,18.5),
(166,51,10,26.8),
(254,51,1,3.5),
(14,51,4,21.9),
(368,51,4,3.0),
(206,51,16,5.6),
(410,51,7,15.0),
(366,51,6,3.0),
(332,51,14,31.8),
(371,51,2,3.0),
(526,51,8,7.0),
(155,51,15,4.0),
(443,51,17,1.8),
(424,51,4,2.2),
(521,51,9,5.5),
(394,51,14,5.0),
(568,51,19,18.5),
(431,51,17,8.0),
(305,51,10,2.0),
(587,51,14,9.0),
(482,52,4,7.7),
(380,52,16,7.5),
(281,53,19,2.0),
(45,53,20,10.9),
(361,53,6,13.0),
(441,53,15,0.6),
(269,53,5,8.5),
(295,53,16,2.0),
(13,53,4,12.2),
(392,53,1,7.0),
(507,53,11,44.6),
(90,53,13,2.0),
(548,53,3,7.5),
(328,53,14,2.8),
(577,54,6,9.6),
(276,54,20,2.0),
(620,54,2,5.2),
(31,54,14,5.0),
(583,54,13,12.8),
(575,55,12,6.2),
(447,55,1,6.5),
(480,55,14,7.5),
(476,55,15,7.5),
(569,55,17,17.5),
(346,55,13,17.0),
(340,55,18,20.0),
(513,55,18,17.0),
(585,55,18,7.8),
(142,55,19,5.0),
(242,55,20,9.4),
(152,55,20,4.0),
(48,55,5,25.3),
(107,55,16,1.3),
(245,55,17,11.6),
(248,55,17,5.0),
(611,55,3,10.5),
(229,55,19,4.0),
(170,55,1,14.8),
(131,55,3,13.4),
(361,56,19,13.0),
(85,56,16,34.5),
(600,56,8,3.7),
(560,56,20,9.0),
(152,56,2,4.0),
(427,56,16,3.9),
(545,56,8,2.5),
(475,56,1,7.5),
(427,56,15,3.9),
(212,56,14,45.6),
(554,56,7,20.6),
(396,56,7,7.5),
(54,56,3,7.8),
(44,57,16,5.5),
(99,57,4,0.5),
(595,57,8,2.5),
(203,57,1,0.1),
(234,57,3,4.5),
(106,57,5,1.0),
(456,57,7,7.5),
(525,57,18,46.9),
(350,58,4,17.0),
(145,58,16,5.0),
(492,58,2,2.0),
(465,58,3,9.0),
(545,58,12,2.5),
(533,58,14,16.2),
(437,58,8,16.4),
(647,58,10,10.5),
(294,58,15,2.0),
(38,58,10,18.5),
(122,58,20,24.0),
(426,58,14,2.6),
(467,58,2,6.0),
(500,58,3,15.8),
(217,58,19,9.0),
(149,58,9,2.0),
(456,58,9,7.5),
(504,59,4,21.9),
(606,59,6,5.0),
(422,59,9,5.0),
(295,59,14,2.0),
(114,59,16,18.9),
(180,60,20,8.5),
(170,60,7,14.8),
(403,60,16,7.4),
(71,60,3,6.5),
(427,60,16,3.9),
(55,60,2,7.8),
(588,60,8,4.5),
(87,60,2,34.5),
(415,60,11,3.5),
(297,60,8,2.0),
(587,60,17,9.0),
(376,60,9,7.5),
(560,60,11,9.0),
(531,60,6,3.9),
(291,60,15,12.0),
(210,60,4,35.0),
(447,60,17,6.5),
(645,61,16,9.5),
(130,61,6,10.4),
(249,61,18,6.5),
(150,61,1,4.0),
(414,61,3,2.0),
(515,61,3,22.5),
(261,61,12,9.8),
(213,61,7,52.5),
(110,61,11,14.5),
(53,61,5,12.5),
(320,61,8,21.0),
(585,61,16,7.8),
(493,61,1,2.5),
(240,62,6,5.5),
(540,62,1,33.8),
(244,62,7,5.8),
(620,62,7,5.2),
(387,62,3,9.7),
(215,62,20,7.5),
(446,62,6,10.6),
(646,62,5,21.5),
(347,62,12,7.5),
(497,62,12,37.9),
(52,63,17,12.5),
(470,63,17,7.5),
(419,63,13,0.5),
(483,63,9,7.7),
(254,63,16,3.5),
(589,63,11,5.3),
(403,63,5,7.4),
(556,63,8,20.6),
(558,63,1,9.0),
(393,63,8,63.0),
(457,63,20,5.0),
(74,63,18,3.5),
(430,63,5,5.0),
(182,63,20,11.5),
(507,63,14,44.6),
(276,63,6,2.0),
(447,63,20,6.5),
(490,63,5,2.5),
(28,64,1,15.2),
(507,64,16,44.6),
(98,64,8,2.0),
(373,64,7,3.0),
(319,65,18,6.5),
(320,65,6,21.0),
(362,65,2,7.5),
(616,65,18,3.5),
(528,65,6,2.0),
(60,65,2,8.0),
(414,65,8,2.0),
(281,65,5,2.0),
(313,65,14,8.8),
(197,65,17,7.0),
(375,65,17,7.9),
(262,65,2,8.5),
(581,65,12,4.0),
(190,65,1,2.5),
(107,65,13,1.3),
(37,65,11,7.0),
(596,65,10,7.9),
(87,65,12,34.5),
(571,66,3,3.9),
(651,66,19,5.5),
(485,66,17,3.5),
(229,66,2,4.0),
(13,66,13,12.2),
(327,66,16,12.5),
(399,66,2,2.5),
(29,66,6,10.5),
(546,66,11,4.0),
(201,66,7,6.5),
(555,66,2,32.0),
(622,66,17,6.5),
(542,66,15,4.5),
(412,66,4,15.0),
(515,66,4,22.5),
(373,66,10,3.0),
(256,66,5,3.0),
(606,66,2,5.0),
(590,67,7,4.0),
(488,67,3,2.0),
(381,67,4,6.8),
(280,67,6,2.0),
(64,67,3,11.2),
(334,67,11,20.8),
(552,67,5,6.5),
(4,67,2,8.9),
(548,67,4,7.5),
(331,68,3,29.5),
(95,68,4,0.8),
(25,69,10,5.2),
(491,69,11,2.5),
(436,69,18,25.2),
(279,69,7,2.0),
(423,69,15,2.2),
(355,70,19,13.6),
(135,70,8,14.9),
(611,70,14,10.5),
(427,70,12,3.9),
(15,70,20,16.6),
(338,70,18,12.0),
(342,70,14,37.8),
(141,70,17,8.9),
(16,70,12,25.8),
(482,70,12,7.7),
(630,70,9,3.9),
(553,70,9,4.0),
(643,71,5,1.8),
(144,71,9,5.0),
(329,71,2,5.5),
(165,71,7,19.8),
(77,71,2,4.0),
(78,72,19,35.0),
(116,72,17,26.0),
(622,72,8,6.5),
(351,72,4,11.7),
(634,72,8,5.0),
(173,72,16,30.0),
(234,72,13,4.5),
(449,72,7,15.8),
(277,72,12,2.0),
(307,72,5,18.9),
(284,72,16,2.0),
(120,72,4,11.9),
(201,72,15,6.5),
(304,72,18,2.0),
(320,72,2,21.0),
(124,73,20,36.0),
(591,73,13,4.0),
(5,73,15,19.0),
(209,73,10,22.9),
(9,73,16,14.0),
(271,74,5,6.5),
(78,74,13,35.0),
(405,74,15,69.7),
(307,74,6,18.9),
(215,75,16,7.5),
(492,75,8,2.0),
(142,75,13,5.0),
(651,75,10,5.5),
(64,75,8,11.2),
(272,75,8,6.5),
(384,75,4,35.9),
(593,75,12,4.5),
(617,75,13,4.0),
(419,75,7,0.5),
(281,75,16,2.0),
(184,75,4,5.0),
(367,75,18,3.0),
(358,75,10,29.9),
(196,75,20,7.0),
(375,75,16,7.9),
(202,75,3,8.3),
(302,75,11,2.0),
(418,76,17,2.2),
(270,76,10,8.5),
(581,76,6,4.0),
(266,76,3,8.5),
(484,77,6,3.5),
(85,78,16,34.5),
(47,78,16,14.8),
(555,78,9,32.0),
(99,78,6,0.5),
(528,78,8,2.0),
(593,78,4,4.5),
(612,78,18,12.0),
(388,78,5,36.7),
(76,78,2,4.0),
(595,78,15,2.5),
(160,78,16,31.0),
(299,78,1,2.0),
(284,78,10,2.0),
(93,79,19,1.0),
(415,79,6,3.5),
(528,79,9,2.0),
(507,79,20,44.6),
(86,79,11,6.6),
(113,80,13,19.6),
(64,80,10,11.2),
(14,80,15,21.9),
(283,80,5,2.0),
(49,80,16,16.5),
(229,80,4,4.0),
(222,81,12,2.5),
(333,81,3,30.3),
(178,81,17,8.5),
(447,81,3,6.5),
(35,81,20,7.5),
(51,82,14,12.5),
(36,82,10,10.5),
(417,82,9,1.7),
(140,82,17,8.9),
(91,82,10,0.7),
(644,82,12,8.9),
(464,82,7,20.0),
(133,82,12,14.9),
(426,82,8,2.6),
(318,82,15,13.8),
(644,82,15,8.9),
(342,82,3,37.8),
(582,83,16,30.5),
(73,83,14,4.0),
(81,83,18,53.7),
(257,83,7,3.0),
(602,83,15,1.6),
(12,83,16,18.0),
(407,83,18,7.8),
(612,84,9,12.0),
(301,84,11,2.0),
(177,84,14,11.5),
(422,85,17,5.0),
(387,86,16,9.7),
(287,86,16,2.0),
(398,86,1,1.8),
(472,86,19,7.5),
(308,86,13,8.9),
(513,87,2,17.0),
(467,87,3,6.0),
(223,87,5,4.5),
(158,87,3,7.0),
(116,87,16,26.0),
(30,87,19,6.5),
(133,87,13,14.9),
(269,87,1,8.5),
(182,87,6,11.5),
(300,87,10,2.0),
(119,87,5,11.9),
(631,87,8,4.0),
(446,87,18,10.6),
(443,87,2,1.8),
(322,88,1,15.9),
(14,88,16,21.9),
(182,88,8,11.5),
(581,88,9,4.0),
(233,88,5,5.6),
(642,88,1,8.9),
(69,88,19,6.5),
(185,88,14,7.0),
(181,88,6,12.5),
(540,88,4,33.8),
(94,88,1,1.0),
(315,88,9,8.8),
(43,88,9,16.3),
(246,88,2,16.5),
(550,88,6,15.0),
(445,88,3,8.6),
(267,89,2,8.5),
(147,89,17,4.8),
(534,89,5,2.0),
(220,89,8,4.0),
(590,89,18,4.0),
(594,89,11,5.0),
(94,89,5,1.0),
(169,89,16,25.5),
(561,89,17,8.9),
(161,89,2,18.4),
(566,89,17,8.5),
(169,89,3,25.5),
(384,89,16,35.9),
(186,89,3,30.0),
(215,89,10,7.5),
(235,90,10,0.8),
(323,90,14,12.9),
(295,90,15,2.0),
(328,90,3,2.8),
(195,90,14,9.0),
(261,90,5,9.8),
(70,90,3,6.5),
(154,90,16,7.0),
(484,90,16,3.5),
(139,90,9,0.5),
(335,90,17,6.9),
(308,90,6,8.9),
(14,90,8,21.9),
(179,90,14,8.5),
(282,90,3,2.0),
(252,90,7,7.5),
(516,90,8,7.9),
(274,90,1,2.0),
(375,90,7,7.9),
(577,91,20,9.6),
(280,91,2,2.0),
(487,92,8,2.5),
(320,92,19,21.0),
(431,92,12,8.0),
(167,92,1,13.6),
(297,92,16,2.0),
(50,92,7,12.5),
(9,92,2,14.0),
(579,92,4,19.9),
(377,92,8,6.5),
(142,92,10,5.0),
(270,92,7,8.5),
(19,92,15,13.5),
(246,92,4,16.5),
(307,92,2,18.9),
(316,93,9,8.8),
(466,93,3,9.0),
(236,93,1,4.0),
(335,93,12,6.9),
(62,93,8,8.5),
(457,93,17,5.0),
(581,93,5,4.0),
(361,93,19,13.0),
(466,93,10,9.0),
(345,93,5,7.6),
(63,93,7,11.2),
(315,93,3,8.8),
(206,93,6,5.6),
(72,93,17,4.0),
(358,93,18,29.9),
(479,93,16,7.5),
(185,93,5,7.0),
(613,93,9,6.0),
(462,94,7,42.5),
(21,94,4,11.5),
(253,94,10,14.0),
(145,94,4,5.0),
(42,94,17,4.5),
(120,94,4,11.9),
(239,94,5,5.9),
(638,94,18,6.0),
(431,94,6,8.0),
(499,94,10,14.5),
(289,94,16,2.0),
(270,94,17,8.5),
(344,94,13,15.0),
(296,94,5,2.0),
(541,95,10,42.7),
(254,95,13,3.5),
(361,95,6,13.0),
(243,95,11,5.5),
(376,95,8,7.5),
(101,95,19,0.5),
(209,95,10,22.9),
(67,95,12,4.5),
(192,95,10,4.5),
(310,95,6,8.8),
(171,95,12,22.7),
(445,95,4,8.6),
(179,95,10,8.5),
(182,95,2,11.5),
(180,95,18,8.5),
(82,96,10,4.5),
(208,96,20,13.8),
(325,96,10,15.5),
(297,96,9,2.0),
(494,96,20,1.5),
(18,97,17,32.5),
(245,97,7,11.6),
(226,97,3,2.0),
(623,97,15,7.0),
(370,97,9,3.0),
(95,97,15,0.8),
(87,97,9,34.5),
(221,97,10,1.5),
(266,97,7,8.5),
(413,98,15,15.0),
(642,98,10,8.9),
(37,98,13,7.0),
(53,98,16,12.5),
(243,98,10,5.5),
(568,98,15,18.5),
(399,98,9,2.5),
(31,98,14,5.0),
(491,98,17,2.5),
(359,98,3,7.5),
(309,98,12,8.8),
(226,98,13,2.0),
(449,98,18,15.8),
(259,98,15,3.0),
(144,98,1,5.0),
(21,98,15,11.5),
(14,98,10,21.9),
(620,98,19,5.2),
(584,98,15,9.5),
(243,99,16,5.5),
(343,99,5,37.8),
(536,99,1,14.3),
(411,99,4,15.0),
(303,99,5,2.0),
(105,99,4,0.5),
(580,100,11,4.5),
(293,100,6,2.0),
(32,100,15,11.9),
(412,100,12,15.0),
(340,100,19,20.0),
(75,100,12,4.0),
(206,100,10,5.6),
(453,101,16,5.6),
(256,101,11,3.0),
(489,101,1,2.5),
(581,101,9,4.0),
(279,101,16,2.0),
(29,101,13,10.5),
(71,101,8,6.5),
(187,101,7,30.0),
(196,101,9,7.0),
(220,101,19,4.0),
(597,101,12,6.0),
(249,101,13,6.5),
(3,101,10,0.36),
(179,101,13,8.5),
(427,101,16,3.9),
(189,102,19,1.5),
(581,102,2,4.0),
(412,102,20,15.0),
(387,102,14,9.7),
(470,102,2,7.5),
(113,102,6,19.6),
(349,102,14,13.6),
(542,102,14,4.5),
(651,102,18,5.5),
(296,102,5,2.0),
(577,102,1,9.6),
(403,102,12,7.4),
(142,102,18,5.0),
(434,102,12,9.8),
(516,102,11,7.9),
(340,102,14,20.0),
(191,103,3,3.5),
(645,104,6,9.5),
