('E','papelariaprime_0@gmail.com',1)
('E','papelariaprime_1@gmail.com',2)
('E','papelariaprime_2@gmail.com',3)
('E','papelariaessencial_0@gmail.com',1)
('F','1111111111',2)
('E','papelariaessencial_2@gmail.com',3)
('E','papelariaessencial_3@gmail.com',4)
('E','materialescolarpro_0@gmail.com',1)
('E','materialescolarpro_1@gmail.com',2)
('E','materialescolarpro_2@gmail.com',3)
('E','suprimentosdeescritório_0@gmail.com',1)
('F','1111111111',2)
('E','suprimentosdeescritório_2@gmail.com',3)
('F','1111111111',4)
('E','lojadepapelaria_0@gmail.com',1)
('F','1111111111',2)
('F','1111111111',3)
('E','fornecedoradepapéis_0@gmail.com',1)
('E','fornecedoradepapéis_1@gmail.com',2)
('E','fornecedoradepapéis_2@gmail.com',3)
('F','1111111111',1)
('F','1111111111',2)
('F','1111111111',1)
('F','1111111111',2)
('E','papelaçãolegal_2@gmail.com',3)
('F','1111111111',1)
('F','1111111111',2)
('F','1111111111',3)
('E','cantodasletras_0@gmail.com',1)
('E','aventurasnapapelaria_0@gmail.com',1)
('F','1111111111',2)
('E','aventurasnapapelaria_2@gmail.com',3)
('F','1111111111',4)
('F','1111111111',1)
('F','1111111111',2)
('F','1111111111',3)
('E','brincandocompapéis_3@gmail.com',4)
('E','profissional_0@gmail.com',1)
('F','1111111111',2)
('F','1111111111',3)
('E','profissional_3@gmail.com',4)
('F','1111111111',1)
('E','papelariacorporativa_1@gmail.com',2)
('E','papelariacorporativa_2@gmail.com',3)
('E','fornecimentopremium_0@gmail.com',1)
('F','1111111111',1)
('F','1111111111',2)
('E','supremesupplies_2@gmail.com',3)
('E','materialdeescritóriosigma_0@gmail.com',1)
('E','materialdeescritóriosigma_1@gmail.com',2)
('E','materialdeescritóriosigma_2@gmail.com',3)
('F','1111111111',1)
('E','soluçõesdepapelaria_1@gmail.com',2)
('F','1111111111',3)
('F','1111111111',1)
('F','1111111111',1)
('F','1111111111',1)
('E','papelariadoamigo_1@gmail.com',2)
('F','1111111111',3)
('F','1111111111',1)
('E','laçosdepapel_1@gmail.com',2)
('F','1111111111',1)
('F','1111111111',2)
('F','1111111111',1)
('E','informativo_0@gmail.com',1)
('F','1111111111',1)
('E','papelariaemnúmeros_1@gmail.com',2)
('E','papelariaemnúmeros_2@gmail.com',3)
('E','papelariaemnúmeros_3@gmail.com',4)
('F','1111111111',1)
('E','materiaisdepapelaria101_1@gmail.com',2)
('F','1111111111',3)
('E','guiadapapelaria_0@gmail.com',1)
('F','1111111111',2)
('E','tudosobrepapéis_0@gmail.com',1)
('E','papeletinta:umguia_0@gmail.com',1)
('F','1111111111',2)
('E','papeletinta:umguia_2@gmail.com',3)
('F','1111111111',1)
('E','peculiar_1@gmail.com',2)
('F','1111111111',3)
('F','1111111111',1)
('F','1111111111',2)
('F','1111111111',3)
('F','1111111111',1)
('F','1111111111',1)
('E','papéiscomestilo_1@gmail.com',2)
('E','papelariadodoido_0@gmail.com',1)
('E','papelariadodoido_1@gmail.com',2)
('F','1111111111',3)
('F','1111111111',4)
('E','amagiadopapel_0@gmail.com',1)
('F','1111111111',2)
('E','amagiadopapel_2@gmail.com',3)
('E','materialescritóriobr_0@gmail.com',1)
('E','materialescritóriobr_1@gmail.com',2)
('E','pontodoescritório_0@gmail.com',1)
('E','pontodoescritório_1@gmail.com',2)
('E','pontodoescritório_2@gmail.com',3)
('F','1111111111',1)
('F','1111111111',2)
('F','1111111111',1)
('F','1111111111',2)
('E','escritórioecia_2@gmail.com',3)
('F','1111111111',4)
('E','descontraído_0@gmail.com',1)
('F','1111111111',2)
('F','1111111111',3)
('F','1111111111',1)
('E','papéiserisadas_0@gmail.com',1)
('F','1111111111',2)
('F','1111111111',3)
('F','1111111111',1)
('E','escritórioalegre_1@gmail.com',2)
('E','escritórioalegre_2@gmail.com',3)
('F','1111111111',1)
('F','1111111111',1)
('F','1111111111',2)
('F','1111111111',3)
('F','1111111111',1)
('F','1111111111',1)
('E','excelênciaemmateriais_0@gmail.com',1)
('E','excelênciaemmateriais_1@gmail.com',2)
('E','excelênciaemmateriais_2@gmail.com',3)
('F','1111111111',1)
